Recipe Urls,recipeName,ingredients
https://www.foodnetwork.com/recipes/simple-lobster-tartare-recipe-1927650,Simple Lobster Tartare,"['2 pounds lobster (cooked for four minutes)', '8 asparagus spears, trimmed', '1/2 cucumber, halved lengthwise and de-seeded', 'Freshly ground black pepper', '2 cups olive oil', 'Juice of 1 lime', 'Good handful of chopped mixed herbs, such as basil, tarragon or lemon balm', '1 hand of garlic, halved', '2 egg yolks*', '1 tablespoon white wine vinegar', '1 teaspoon grainy mustard', '5 anchovy fillets in oil, drained and coarsely chopped', '5 basil leaves, chopped', '3/4 cup olive oil', '1 tablespoon hot water', '4 large sprigs of chervil', 'Bread']"
https://www.foodnetwork.com/recipes/food-network-kitchen/simple-mashed-potatoes-3362726,Simple Mashed Potatoes,"['2 pounds medium russet potatoes, scrubbed (3 to 4 potatoes)', 'Kosher salt', '6 tablespoons (3/4 stick) unsalted butter, at room temperature, cut into pieces', '1 cup half-and-half, warmed', 'Freshly ground pepper']"
https://www.foodnetwork.com/recipes/simple-mushroom-risotto-recipe-1939307,Simple Mushroom Risotto,"['6 to 8 cups chicken stock', '5 ounces dried mushrooms (porcini or other wild dried mushrooms)', '2 tablespoons olive oil', '4 shallots, minced', '2 cups arborio rice', '1/2 cup white vermouth', '2/3 cup grated Parmesan, plus extra for serving', 'Salt and pepper']"
https://www.foodnetwork.com/recipes/claire-robinson/simple-pineapple-sherbet-recipe-1917503,Simple Pineapple Sherbet,"['1/2 fresh pineapple, peeled and diced (about 1 cup)', '3/4 cup sugar', '2 tablespoons water or pineapple juice', '2 tablespoons lemon juice', '1 teaspoon lemon zest', '1 quart lowfat buttermilk']"
https://www.foodnetwork.com/recipes/simple-red-mole-enchiladas-with-shredded-chicken-recipe-2011093,Simple Red Mole Enchiladas with Shredded Chicken,"['1 cup Essential Sweet-and-Spicy Ancho Seasoning Paste', '3 tablespoons vegetable oil or rich-tasting pork lard, plus a little more if needed', '2 ounces (about 1/2 cup) whole almonds (with or without skins)', '1 medium white onion, sliced 1/8 inch thick', '1/4 cup raisins', '5 ounces (1 small round or 2 to 3 plum) ripe tomatoes', 'A scant 1/2 teaspoon cinnamon, preferably freshly ground Mexican canela', '1/4 cup (about 1 1/2 ounces) roughly chopped Mexican chocolate', '2 slices firm white bread (or 1/2 Mexican bolillo), toasted', '6 cups Chicken Broth', 'Salt, about 2 1/2 teaspoons, depending on saltiness of the broth', 'Sugar, about 1 tablespoon', '18 corn tortillas (plus a few extra, in case some break)', 'A spoonful or two of sesame seeds, for garnish', '3 cups cooked, coarsely shredded chicken']"
https://www.foodnetwork.com/recipes/simple-red-sangria-recipe-2107877,Simple Red Sangria,"['1 part DeKuyper® Razzmatazz', '3 parts red wine', 'Fresh berries & other chopped seasonal fruit (optional)', 'Carbonated water (optional)']"
https://www.foodnetwork.com/recipes/simple-risotto-recipe-1957967,Simple Risotto,"['3 teaspoons olive oil', '1 cup finely chopped onion', '2 cloves garlic, minced', '1 cup arborio rice', '1/2 cup white wine', '3 to 4 cups canned chicken stock', 'Parmesan cheese', 'Salt', 'Pepper']"
https://www.foodnetwork.com/recipes/nancy-fuller/simple-roast-chicken-with-chestnut-breading-2259393,Simple Roast Chicken with Chestnut Breading,"['1 cup chestnuts, shelled and roughly chopped', '1 loaf day-old baguette, torn into large pieces', '1/4 cup extra-virgin olive oil\xa0', 'Salt and freshly ground black pepper', 'Salt and freshly ground black pepper\xa0', '2 tablespoons chopped fresh sage', '1 tablespoon chopped fresh savory', '2 teaspoons chopped fresh rosemary', '4 tablespoons unsalted butter, at room temperature\xa0', '2 lemons, cut into halves and juiced\xa0', '2 lemons, cut into halves and juiced', 'One 3- to 4-pound whole chicken, trimmed of excess fat\xa0']"
https://www.foodnetwork.com/recipes/food-network-kitchen/simple-roast-chicken-with-gravy-3362905,Simple Roast Chicken with Gravy,"['One 4- to 5-pound chicken, giblets removed and reserved for another use', 'Kosher salt and freshly ground black pepper', '3 sprigs thyme', '3 cloves garlic, unpeeled', '2 tablespoons all-purpose flour', '1/2 cup dry white wine', '2 cups homemade chicken stock or low-sodium chicken broth']"
https://www.foodnetwork.com/recipes/food-network-kitchen/simple-roasted-asparagus-5455452,Simple Roasted Asparagus,"['1 large bunch asparagus (about 1 pound)', 'Extra-virgin olive oil, for tossing', 'Kosher salt and freshly ground black pepper']"
https://www.foodnetwork.com/recipes/food-network-kitchen/simple-roasted-beets-5455308,Simple Roasted Beets,"['6 to 8 medium red or golden beets (about 2 pounds)', '1 tablespoon extra-virgin olive oil', 'Kosher salt and freshly ground black pepper', '1 fresh herb sprig, such as thyme, rosemary, sage or parsley, optional']"
https://www.foodnetwork.com/recipes/food-network-kitchen/simple-roasted-broccoli-5453820,Simple Roasted Broccoli,"['1 bunch broccoli (about 1 pound)', '2 tablespoons extra-virgin olive oil', 'Kosher salt and freshly ground black pepper']"
https://www.foodnetwork.com/recipes/food-network-kitchen/simple-roasted-brussels-sprouts-5453821,Simple Roasted Brussels Sprouts,"['1 1/4 pounds brussels sprouts', '2 tablespoons olive oil', 'Kosher salt and freshly ground black pepper']"
https://www.foodnetwork.com/recipes/food-network-kitchen/simple-roasted-corn-5453822,Simple Roasted Corn,"['4 ears of corn (about 8 ounces each)', 'Extra-virgin olive oil', 'Kosher salt and freshly ground black pepper']"
https://www.foodnetwork.com/recipes/aaron-mccargo-jr/simple-roasted-pork-shoulder-recipe-1923881,Simple Roasted Pork Shoulder,"['3 tablespoons olive oil', '3 tablespoons chopped garlic', 'Salt and freshly ground black pepper', '1 (4 pound) pork shoulder']"
https://www.foodnetwork.com/recipes/food-network-kitchen/simple-roasted-zucchini-5455278,Simple Roasted Zucchini,"['4 medium zucchini (about 2 pounds), unpeeled, cut crosswise into 1/2-inch slices', '4 sprigs fresh thyme', '2 to 3 tablespoons extra-virgin olive oil', 'Kosher salt and freshly ground black pepper']"
https://www.foodnetwork.com/recipes/michael-symon/simple-salad-10007900,Simple Salad,"['1/2 cup olive oil', '1/4 cup apple cider vinegar\xa0', '1 tablespoon pure maple syrup or honey\xa0', '1 tablespoon Dijon mustard\xa0', '1 teaspoon poppyseeds\xa0', 'Kosher salt and freshly ground black pepper', '3 heads assorted Butter lettuces, leaves separated', '1 Granny Smith apple, quartered, cored and thinly shaved\xa0']"
https://www.foodnetwork.com/recipes/simple-salad-dressing-recipe2-1957272,Simple Salad Dressing,"['1 whole clove garlic, peeled', '1/4 cup balsamic vinegar', '1/2 cup extra-virgin olive oil', '1 teaspoon honey', '1/4 teaspoon kosher salt', '1/8 teaspoon freshly ground black pepper']"
https://www.foodnetwork.com/recipes/simple-salad-with-balsamic-vinaigrette-recipe-2131309,Simple Salad with Balsamic Vinaigrette,"['2 bags ready to use mesclun greens', 'Pinch salt', 'Freshly ground black pepper', 'Balsamic Vinaigrette, recipe follows', '1 pint grape tomatoes', '1 yellow bell pepper, seeded, halved and thinly sliced', '1 shallot, peeled and roughly chopped', '1 tablespoon chopped fresh basil leaves', '1/4 cup balsamic vinegar', '1 teaspoon sugar', '1/2 teaspoon salt', '1/2 teaspoon freshly ground pepper', '1 cup olive oil']"
https://www.foodnetwork.com/recipes/sunny-anderson/simple-sauteed-mustard-greens-recipe-1923232,Simple Sauteed Mustard Greens,"['2 tablespoons vegetable oil', '2 cloves garlic, minced', '2 bunches mustard greens, stemmed and chopped', 'Kosher salt and freshly ground black pepper', '1/4 cup chicken stock', '1 tablespoon stone-ground mustard']"
https://www.foodnetwork.com/recipes/food-network-kitchen/simple-scalloped-potatoes-recipe-1973473,Simple Scalloped Potatoes,"['1 1/2 tablespoons unsalted butter, cut into pieces, plus more for brushing', '1/2 clove garlic', '2 pounds russet potatoes, peeled and sliced 1/8-inch thick', 'Kosher salt and freshly ground pepper', '1 1/4 cups low-sodium chicken broth', '1/2 cup skim milk', '1/4 teaspoon freshly grated nutmeg', '4 fresh bay leaves', '1/2 cup grated gruyere cheese (about 2 ounces)']"
https://www.foodnetwork.com/recipes/food-network-kitchen/simple-scrambled-eggs-3363098,Simple Scrambled Eggs,"['8 large eggs', 'Kosher salt and freshly ground black pepper', '2 tablespoons unsalted butter']"
https://www.foodnetwork.com/recipes/sunny-anderson/simple-seoul-bibimbap-3363496,Simple Seoul Bibimbap,"['2 pounds boneless beef rib-eye steak', '2 tablespoons plus 2 teaspoons packed light brown sugar', 'Pinch of red pepper flakes', '1 clove garlic, finely grated', '1/2 teaspoon finely grated peeled ginger', '1/4 cup grated Vidalia or other sweet onion (use the largest holes on a box grater)', '1/4 cup applesauce', '2 teaspoons vegetable oil', '1/3 cup soy sauce', 'Freshly ground pepper', 'For the vegetables and rice:', '3 tablespoons vegetable oil', '4 cups shredded or julienned carrots', '1 pound shiitake or mixed wild mushrooms, stemmed and sliced', 'Kosher salt', '1 bunch spinach, stemmed and chopped', '1 teaspoon apple cider vinegar', '4 to 6 tablespoons gochujang (fermented chile paste)', '6 cups cooked white rice, hot', '2 cups thinly sliced red cabbage (use a mandoline if you have one)', '2 scallions, thinly sliced on the bias', '4 cups bean sprouts', '1/4 cup kimchi, thinly sliced or chopped', '4 large egg yolks']"
https://www.foodnetwork.com/recipes/food-network-kitchen/simple-short-grain-brown-rice-recipe-1927948,Simple Short-Grain Brown Rice,"['1 cup short grain brown rice', '2 cups water or vegetable broth, canned or homemade', '2 tablespoons unsalted butter', '1 (2-inch) strip lemon or orange zest', 'Kosher salt']"
https://www.foodnetwork.com/recipes/aida-mollenkamp/simple-side-salad-with-lemon-honey-dressing-recipe-1912319,Simple Side Salad with Lemon-Honey Dressing,"['5 ounces English cucumber, halved lengthwise and thinly sliced', '5 ounces red leaf lettuce, washed and torn into bite-size pieces', '1 tablespoon canola oil', '1 tablespoon freshly squeezed lemon juice', '1 teaspoon honey', '1 teaspoon lightly packed lemon zest', '1/2 teaspoon kosher salt', '1/4 teaspoon freshly ground black pepper']"
https://www.foodnetwork.com/recipes/food-network-kitchen/simple-singapore-sling-recipe-2104779,Simple Singapore Sling,
https://www.foodnetwork.com/recipes/melissa-darabian/simple-sirloin-steak-with-chimichurri-recipe-2268787,Simple Sirloin Steak With Chimichurri,"['For the steak:', '2 10-to-12-ounce sirloin steaks', 'Kosher salt and freshly ground pepper', '2 tablespoons vegetable oil', 'For the sauce:', '1/2 cup fresh cilantro leaves, roughly chopped', '1/2 cup fresh parsley leaves, roughly chopped', '1 tablespoon finely chopped onion', 'Juice of 1/2 lemon', '2 teaspoons white wine vinegar', '1 clove garlic, minced or pressed through a garlic press', 'Pinch of red pepper flakes', '1/3 cup olive oil']"
https://www.foodnetwork.com/recipes/giada-de-laurentiis/simple-sorbetto-7982512,Simple Sorbetto,"['One 10-ounce bag frozen mixed berries', '1/4 cup pure maple syrup\xa0', 'Pinch kosher salt\xa0', ""1 tablespoon vodka, optional\xa0(see Cook's Note)""]"
https://www.foodnetwork.com/recipes/food-network-kitchen/simple-spaghetti-with-tomato-sauce-3362665,Simple Spaghetti with Tomato Sauce,"['3 tablespoons extra-virgin olive oil', '4 cloves garlic, very thinly sliced', 'Kosher salt', 'Pinch crushed red pepper flakes', 'One 28-ounce can San Marzano plum tomatoes, crushed by hand', '1 cup torn basil leaves', '12 ounces spaghetti', 'Grated Parmesan, optional', 'Bring a large pot of salted water to a boil.']"
https://www.foodnetwork.com/recipes/ingrid-hoffmann/simple-spanish-tortilla-recipe-1937488,Simple Spanish Tortilla,"['1/2 cup olive oil', ""4 large Yukon gold potatoes, peeled and sliced about 1/8-inch thick, see Cook's Note*"", '1/2 large yellow onion, chopped', '6 large eggs', '1/4 cup milk', 'Salt and freshly ground black pepper', 'Chopped flat-leaf parsley, for garnishing']"
https://www.foodnetwork.com/recipes/giada-de-laurentiis/simple-spring-salad-5171804,Simple Spring Salad,"['1 head butter lettuce, torn into bit-size pieces', '1/4 cup torn fresh mint leaves\xa0', '1/4 cup thinly sliced radishes\xa0', '3 tablespoons toasted salted sunflower seeds\xa0', '1 tablespoon apple cider vinegar\xa0', '3 tablespoons extra-virgin olive oil\xa0', '1/2 teaspoon kosher salt\xa0', '1/2 cup freshly grated Pecorino-Romano cheese\xa0']"
https://www.foodnetwork.com/recipes/simple-squash-and-basil-saute-recipe-1943736,Simple Squash and Basil Saute,"['1 tablespoon olive oil', '1/4 cup sliced red onion', '1 small yellow squash, cut into long 1/4-inch thick slices on the diagonal', '1 small zucchini, cut into long 1/4-inch thick slices on the diagonal', '1 clove garlic, finely chopped', '1/2 teaspoon kosher salt', '1/8 teaspoon freshly ground black pepper', '3 cherry tomatoes, halved', '1 tablespoon thinly sliced basil leaves']"
https://www.foodnetwork.com/recipes/giada-de-laurentiis/simple-standing-rib-roast-5515500,Simple Standing Rib Roast,"['One 5-bone standing rib roast (about 11 pounds), frenched', '2 tablespoons kosher salt', '1 tablespoon cracked black peppercorns\xa0', '1 tablespoon crushed pink peppercorns\xa0', '1 pound Yukon gold potatoes, halved or quartered\xa0', '2 tablespoons extra-virgin olive oil\xa0', 'Leaves of 4 fresh rosemary sprigs\xa0', 'Blistered Baby Pepper Salad, recipe follows, optional', '1 cup extra-virgin olive oil', '3 cloves garlic, smashed', '1 teaspoon lemon zest plus 1/2 cup lemon juice', '1/4 cup fresh rosemary leaves, chopped\xa0', '2 tablespoons fresh thyme leaves, chopped\xa0', '1/2 teaspoon kosher salt\xa0', '1 tablespoon extra-virgin olive oil, plus more to finish', 'One 1-pound bag baby bell peppers, halved lengthwise and stems removed\xa0', '1/2 teaspoon kosher salt\xa0', '1/2 cup fresh Italian parsley leaves, chopped\xa0', '1/4 cup pitted green olives, halved\xa0', '1/4 cup pitted Kalamata olives, halved\xa0', '1 tablespoon capers, drained and dried\xa0']"
https://www.foodnetwork.com/recipes/simple-steak-stirfry-recipe-1923770,Simple Steak Stirfry,"['2 tablespoons peanut oil', '3 celery stalks, cut into 4-inch strips', '1 carrot, cut into 4-inch strips', '1 red pepper, cut into 4-inch strips', '1 green pepper, cut into 4-inch strips', '1/2 bunch scallions, cut into 4-inch strips', '1 zucchini, cut into 4-inch strips', '2 cloves garlic, crushed', '1 teaspoon grated ginger', '1 tablespoon soy sauce', '1 teaspoon chili paste', '1 teaspoon sugar', '1 flank steak, cooked rare']"
https://www.foodnetwork.com/recipes/simple-sugar-syrup-recipe-1955941,Simple Sugar Syrup,"['1 cup water', '1 cup sugar']"
https://www.foodnetwork.com/recipes/simple-syrup-recipe-1955896,Simple Syrup,"['2 cups sugar', '2 cups water']"
https://www.foodnetwork.com/recipes/simple-syrup-recipe0-1912708,Simple Syrup,"['2 1/2 cups sugar', 'Full 1 cup water', '1/2 lemon, juiced']"
https://www.foodnetwork.com/recipes/food-network-kitchen/simple-syrup-for-sweetening-tea-recipe-1944343,Simple Syrup for Sweetening Tea,"['1 cup granulated sugar', '1 cup water']"
https://www.foodnetwork.com/recipes/simple-syrup-3-ways-3364018,"Simple Syrup, 3 Ways","['1 cup sugar', '1 cup roughly chopped peeled fresh ginger', 'Peel of 1 tangerine, removed with a vegetable peeler', '1 cup sugar', '1/2 cup chopped cucumber', '2 tablespoons lightly crushed juniper berries', '1 tablespoon lightly crushed coriander seeds', '1 cup sugar', '1 cup smashed raspberries', '1 vanilla bean, split']"
https://www.foodnetwork.com/recipes/simple-taco-salad-recipe-2108784,Simple Taco Salad,"['1 pound ground round beef (85% lean)', '1 can (16 oz each) beans in chili seasoned sauce', '1 teaspoon chili powder', '1 can (10 oz each) Ro*Tel® Original Diced Tomatoes & Green Chilies, drained, liquid reserved', '6 cups chopped romaine lettuce', '1 cup shredded Cheddar cheese', '1-1/2 cups broken tortilla chips']"
https://www.foodnetwork.com/recipes/giada-de-laurentiis/simple-tomato-sauce-recipe2-1942286,Simple Tomato Sauce,"['1/2 cup extra-virgin olive oil', '1 small onion, chopped', '2 cloves garlic, chopped', '1 stalk celery, chopped', '1 carrot, chopped', 'Sea salt and freshly ground black pepper', '2 (32-ounce) cans crushed tomatoes', '4 to 6 basil leaves', '2 dried bay leaves', '4 tablespoons unsalted butter, optional']"
https://www.foodnetwork.com/recipes/giada-de-laurentiis/simple-tomato-sauce-recipe-1914017,Simple Tomato Sauce,"['1/2 cup extra-virgin olive oil', '1 small onion, chopped', '2 cloves garlic, chopped', '1 stalk celery, chopped', '1 carrot, chopped', 'Sea salt and freshly ground black pepper', '2 (32-ounce) cans crushed tomatoes', '2 dried bay leaves', '4 tablespoons unsalted butter, optional']"
https://www.foodnetwork.com/recipes/giada-de-laurentiis/simple-tomato-sauce-recipe3-1942273,Simple Tomato Sauce,"['1/2 cup extra-virgin olive oil', '1 small onion, chopped', '2 cloves garlic, chopped', '1 stalk celery, chopped', '1 carrot, chopped', 'Sea salt and freshly ground black pepper', '2 (32-ounce) cans crushed tomatoes', '4 to 6 basil leaves', '2 dried bay leaves', '4 tablespoons unsalted butter, optional']"
https://www.foodnetwork.com/recipes/alton-brown/simple-vanilla-buttercream-frosting-1910633,Simple Vanilla Buttercream Frosting,"['6 ounces unsalted butter, room temperature', '2 ounces shortening', '1 whole egg, room temperature', ""1 pound confectioners' sugar"", '1 teaspoon vanilla extract']"
https://www.foodnetwork.com/recipes/simple-vanilla-creme-brulee-with-berry-coulis-8055544,Simple Vanilla Creme Brulee with Berry Coulis,"['2 cups heavy cream', '1/2 cup granulated sugar, plus more for topping\xa0', 'Pinch of kosher salt\xa0', '5 large egg yolks\xa0', '2 teaspoons vanilla extract\xa0', 'Fresh mint sprigs, for topping', '2 cups mixed berries, plus more for topping', '1/2 cup granulated sugar\xa0', '1 teaspoon lemon zest plus 1 tablespoon lemon juice\xa0', '1 tablespoon fresh mint\xa0']"
https://www.foodnetwork.com/recipes/simple-veal-francese-recipe-1906655,Simple Veal Francese,"['1/2 pound veal scallops from leg', 'Salt and pepper', '1 egg, beaten well', 'Flour for dredging', '6 tablespoons butter', '1 cup dry white wine']"
https://www.foodnetwork.com/recipes/simple-vegetable-medley-recipe-1962280,Simple Vegetable Medley,"['1 1/2 cups broccoli florets', '1 1/2 cups cauliflower florets', '3/4 cup green beans, cut into 1-inch pieces', '2 medium carrots, thinly sliced', '1 medium red bell pepper, cut into 1-inch julienne strips', '1/2 cup sliced fresh mushrooms', '1/2 cup Filippo Berio Extra Virgin Olive Oil', '2 tablespoons red wine vinegar', '1/4 cup chopped scallions', '1/4 teaspoon dried thyme leaves']"
https://www.foodnetwork.com/recipes/simple-vietnamese-pork-noodle-bowl-recipe-2120885,Simple Vietnamese Pork Noodle Bowl,"['1¼-lb. pork tenderloin, trimmed and cut into ¼-in. slices', '12 oz. rice noodles\xa0', '4 c. prepared slaw mix', '¼ red onion, thinly sliced', '4½ c. reduced-sodium chicken broth', '4½ tsp. fish sauce', '1 tsp. reduced-sodium soy sauce', '2 tbsp. canola oil or other neutral-flavored oil', '¼ c. thinly sliced fresh basil leaves', '1 lime, cut into 6 wedges']"
https://www.foodnetwork.com/recipes/food-network-kitchen/simple-vinaigrette-3363078,Simple Vinaigrette,"['1/4 cup white, red or aged sherry vinegar', '2 to 3 teaspoons Dijon mustard', '1 small clove garlic, minced', 'Kosher salt and freshly ground black pepper', '3/4 cup extra-virgin olive oil']"
https://www.foodnetwork.com/fnk/recipes/sweet-potato-and-blue-cheese-gratin-7151872,Sweet Potato and Blue Cheese Gratin,"['2 1/2 pounds sweet potatoes, peeled and thinly sliced on a mandoline', '2 cups heavy cream', '6 ounces smoky blue cheese, preferably Moody Blues brand', '1/2 teaspoon brown sugar', '1 1/2 teaspoons salt, plus more to taste', '1/2 teaspoon red pepper flakes', '1 tablespoon unsalted butter']"
https://www.foodnetwork.com/recipes/food-network-kitchen/st-patricks-day-spinach-pancakes-and-corned-beef-hash-3362458,St. Patrick's Day Spinach Pancakes and Corned Beef Hash,"['1 cup whole milk', '1 large egg', '1 cup frozen chopped spinach, defrosted and squeezed dry (about 3 to 4 ounces after squeezing)', '1/3 cup loosely packed chopped chives', '1 cup all-purpose flour', '1 teaspoon baking powder', 'Kosher salt and freshly ground black pepper\xa0', '1 cup grated sharp or medium Cheddar cheese', '1 to 2 tablespoons unsalted butter', '1 tablespoon olive oil', '4 large eggs\xa0', 'Kosher salt and freshly ground black pepper', '2 cups prepared corned beef hash, your own recipe or canned', '2 tablespoons chopped chives']"
https://www.foodnetwork.com/recipes/crispy-air-fryer-chicken-thighs-12042431,Crispy Air Fryer Chicken Thighs,"['1 teaspoon granulated garlic (or garlic powder)', '1 teaspoon onion powder\xa0', '1 teaspoon dried thyme\xa0', '1/2 teaspoon smoked paprika\xa0', 'Kosher salt and freshly ground black pepper\xa0', '4 bone-in, skin on chicken thighs (about 2 pounds)\xa0', '2 tablespoons olive oil\xa0', '2 tablespoons all-purpose flour\xa0']"
https://www.foodnetwork.com/recipes/maneet-chauhan/pistachio-ladoo-5631759,Pistachio Ladoo,"['2 1/4 cups coconut powder\xa0', '1 stick (8 tablespoons) unsalted butter', 'One 14-ounce can sweetened condensed milk', '8 teaspoons pistachio powder, plus 1/4 cup for rolling\xa0']"
https://www.foodnetwork.com/recipes/food-network-kitchen/3-ingredient-banana-bread-8616658,3-Ingredient Banana Bread,"['4 large ripe bananas', '2 large eggs, lightly beaten', 'One 15.25-ounce box spice cake mix']"
https://www.foodnetwork.com/recipes/simple-waffles-from-scratch-recipe-1957929,Simple Waffles from Scratch,"['3 tablespoons butter', '1 1/2 cup flour', '1 1/2 teaspoon baking powder', 'Pinch of salt', '2 tablespoons sugar', '1 1/2 cup milk', '2 eggs']"
https://www.foodnetwork.com/recipes/simple-ways-to-serve-strawberries-recipe-1951102,Simple Ways to Serve Strawberries,"['2 pints strawberries, washed and hulled', 'Sugar, optional', 'Balsamic or raspberry vinegar, optional', 'Red wine, optional', 'Freshly ground black pepper, optional', 'Creme fraiche, sour cream, yogurt cheese or whipped cream, optional']"
https://www.foodnetwork.com/recipes/sandra-lee/simple-white-bean-caesar-with-herb-garlic-bread-recipe-2124749,Simple White Bean Caesar with Herb Garlic Bread,"['1/2 stick unsalted butter, softened', '2 tablespoons chopped fresh basil', '2 tablespoons chopped fresh parsley', '1 tablespoon chopped garlic', 'One 10-ounce baguette, sliced lengthwise and cut in half', '1/4 cup mayonnaise', '1 tablespoon grated Parmesan', '1 tablespoon spicy brown mustard', '1 teaspoon Worcestershire sauce', 'Juice of 1 lemon', 'Kosher salt and freshly ground black pepper', 'One 15-ounce can small white beans, drained and rinsed', '1 large head romaine lettuce, cleaned and torn into bite-size pieces']"
https://www.foodnetwork.com/recipes/simple-white-sangria-recipe-2107929,Simple White Sangria,"['1 part DeKuyper® Peachtree', '3 parts white wine', 'Chopped peaches & other seasonal fruit (optional)', 'Carbonated water (optional)']"
https://www.foodnetwork.com/recipes/melissa-darabian/simple-and-satisfying-broccoli-recipe-1923557,Simple and Satisfying Broccoli,"['1 head broccoli', '1/4 cup water', '1 tablespoon olive oil', '1 clove garlic, minced', '1/2 teaspoon crushed red pepper flakes', 'Kosher salt and freshly ground black pepper']"
https://www.foodnetwork.com/recipes/aaron-mccargo-jr/simplest-caesar-salad-recipe-1924717,Simplest Caesar Salad,"['1/4 cup fresh parsley leaves', '2 anchovy fillets', '2 tablespoons grated Parmesan, plus more for garnishing', '2 lemons, zested and juiced', '2 green onions, roughly chopped', '1 bunch fresh chives, roughly chopped', '1 clove garlic', 'Salt and freshly ground black pepper', '1/4 cup extra-virgin olive oil', '1 head romaine lettuce, leaves separated']"
https://www.foodnetwork.com/recipes/giada-de-laurentiis/simplest-quinoa-and-pine-nut-pilaf-recipe-1926185,Simplest Quinoa and Pine Nut Pilaf,"['1 1/4 cups whole grain quinoa (about 7 ounces)', '1 3/4 cups low-salt chicken broth (preferably organic)', '1/4 teaspoon kosher salt', '1/4 teaspoon freshly ground black pepper', '1/3 cup chopped fresh cilantro or Italian parsley', '1/3 cup pine nuts']"
https://www.foodnetwork.com/recipes/simply-delicious-artichokes-3644093,Simply Delicious Artichokes,"['4 artichokes', '1/4 cup plus 1 teaspoon salt', '1 lemon, halved, plus 2 tablespoons lemon juice', '12 tablespoons (1 1/2 sticks) unsalted butter']"
https://www.foodnetwork.com/recipes/simply-delicious-new-york-style-cheesecake-with-strawberry-sauce-3646130,Simply Delicious New York-Style Cheesecake with Strawberry Sauce,"['1 cup graham cracker crumbs', '2 1/2 tablespoons unsalted butter, at room temperature', '1 1/2 tablespoons sugar, plus 1 1/2 cups', '2 1/2 pounds cream cheese, softened', '1 lemon, zested', '1 orange, zested', '1/2 teaspoon vanilla extract', '3 tablespoons all-purpose flour', '5 eggs', '2 egg yolks', '1/2 cup sour cream', '1 vanilla bean, seeds scraped from inside of pod and reserved', '1 teaspoon bourbon', 'Strawberry Sauce, recipe follows', '2 pints fresh strawberries', '1/2 cup sugar', '1 cup water', '1 teaspoon finely grated lemon zest', '2 tablespoons kirsch or brandy']"
https://www.foodnetwork.com/recipes/simply-green-savory-smoothie-3414884,Simply Green Savory Smoothie,"['½ EA Avocado', '½ cup Spinach, Frozen is okay', '1 Carrot sliced', '1 tbs Wheat Germ', '1 cup fairlife 2% milk', '1 tsp salt']"
https://www.foodnetwork.com/recipes/bobby-flay/simply-grilled-basil-rubbed-swordfish-with-tomato-green-olive-relish-2579272,Simply Grilled Basil-Rubbed Swordfish with Tomato-Green Olive Relish,"['1 clove garlic', 'Kosher salt\xa0', '2 anchovy fillets, patted dry, chopped\xa0', '2 tablespoons sherry vinegar\xa0', 'Pinch red pepper flakes\xa0', '1/4 cup extra-virgin olive oil\xa0', '2 plum tomatoes, halved, seeded and finely diced\xa0', '1/4 cup chopped green olives\xa0', '1 tablespoon capers, rinsed and drained\xa0', '1/4 cup fresh basil leaves, chopped, plus 8 basil leaves for rubbing\xa0', '4 swordfish steaks, each about 1 1/2-inches thick\xa0', '2 tablespoons canola oil\xa0', 'Freshly ground black pepper\xa0']"
https://www.foodnetwork.com/recipes/melissa-darabian/simply-grilled-chicken-breasts-recipe-1952483,Simply Grilled Chicken Breasts,"['1/4 cup vegetable oil', '2 cloves garlic, smashed', 'Kosher salt and freshly ground black pepper', '4 boneless, skinless chicken breast halves', 'Roasted Tomato and Onion Dipping Sauce, recipe follows, optional', '5 Roma tomatoes, halved (about 1 pound)*', '1 yellow or white onion, quartered', '3 cloves garlic, unpeeled', '1/4 cup extra-virgin olive oil', '2 teaspoons dried thyme', '1 to 2 tablespoons water', 'Kosher salt and freshly ground black pepper']"
https://www.foodnetwork.com/recipes/simply-orange174-chicken-sausage-and-sun-dried-tomato-bread-pudding-recipe-2115524,Simply Orangeand#174; Chicken Sausage and Sun-Dried Tomato Bread Pudding,"['8 large eggs, lightly beaten', '2 cups whole milk', '1/2 teaspoon salt', '1/4 teaspoon freshly ground black pepper', '12 slices soft white bread, 1/2 -inch thick, crusts removed', '1 cup grated Cheddar cheese, about 1/4 pound', '1 1/2 cups, about 8 ounces, diced cooked chicken sausage', '1 cup, 2.5 ounces, slivered dry-packed sun-dried tomatoes']"
https://www.foodnetwork.com/recipes/simply-orange174-whole-wheat-waffles-with-caramelized-pineapple-recipe-2115536,Simply Orangeand#174; Whole Wheat Waffles with Caramelized Pineapple,"['1 large fresh pineapple, about 3-1/2 pounds', '2 tablespoons unsalted butter', '3 tablespoons packed dark brown sugar', '1 cup all-purpose flour', '2/3 cup whole-wheat flour', '1 tablespoon baking powder', '1/8 teaspoon salt', '1/4 cup sugar', '3 tablespoons unsalted butter, melted and cooled', '1 3/4 cup buttermilk', '2 large eggs, lightly beaten', '1/2 teaspoon vanilla extract']"
